texto,sentimiento,tokens,texto_procesado,prediccion_svm,prediccion_nb
realmente precio desproporcionado inaceptable injusto calidad,negativo,"['realment', 'preci', 'desproporcion', 'inacept', 'injust', 'calid']",realment preci desproporcion inacept injust calid,negativo,negativo
lujos funcional simple básico sin,neutro,"['luj', 'funcional', 'simpl', 'basic']",luj funcional simpl basic,neutro,neutro
satisfecho compra superó muy bastante expectativas,positivo,"['satisfech', 'compr', 'super', 'bastant', 'expect']",satisfech compr super bastant expect,positivo,positivo
esperada básica totalmente cumple función normal,neutro,"['esper', 'basic', 'total', 'cumpl', 'funcion', 'normal']",esper basic total cumpl funcion normal,neutro,neutro
insuperable estupendo calidad relación precio,positivo,"['insuper', 'estupend', 'calid', 'relacion', 'preci']",insuper estupend calid relacion preci,positivo,positivo
desproporcionado inaceptable calidad injusto precio,negativo,"['desproporcion', 'inacept', 'calid', 'injust', 'preci']",desproporcion inacept calid injust preci,negativo,negativo
precio producto totalmente excelente recomiendo calidad,positivo,"['preci', 'product', 'total', 'excelent', 'recom', 'calid']",preci product total excelent recom calid,positivo,positivo
pagado para correcto precio razonable,neutro,"['pag', 'correct', 'preci', 'razon']",pag correct preci razon,neutro,neutro
cumple ciertamente satisfecho genial funciones perfectamente,positivo,"['cumpl', 'ciert', 'satisfech', 'genial', 'funcion', 'perfect']",cumpl ciert satisfech genial funcion perfect,positivo,positivo
uso decepcionante calidad primer rompió completamente muy mala,negativo,"['uso', 'decepcion', 'calid', 'prim', 'romp', 'complet', 'mal']",uso decepcion calid prim romp complet mal,negativo,negativo
terrible aquí compraré nunca más experiencia,negativo,"['terribl', 'aqu', 'compr', 'nunc', 'experient']",terribl aqu compr nunc experient,negativo,negativo
propósito muy sirve compra insatisfecho no,negativo,"['proposit', 'sirv', 'compr', 'insatisfech']",proposit sirv compr insatisfech,negativo,negativo
mediano totalmente desempeño esperado gama media,neutro,"['median', 'total', 'desempeñ', 'esper', 'gam', 'medi']",median total desempeñ esper gam medi,neutro,neutro
mediano desempeño esperado gama media,neutro,"['median', 'desempeñ', 'esper', 'gam', 'medi']",median desempeñ esper gam medi,neutro,neutro
mercado estándar calidad promedio regular,neutro,"['merc', 'estand', 'calid', 'promedi', 'regul']",merc estand calid promedi regul,neutro,neutro
lamentable producto bastante caro mediocre sobrevalorado,negativo,"['lament', 'product', 'bastant', 'car', 'mediocr', 'sobrevalor']",lament product bastant car mediocr sobrevalor,negativo,negativo
razonable pagado precio correcto para,neutro,"['razon', 'pag', 'preci', 'correct']",razon pag preci correct,neutro,neutro
básico nada propósito extraordinario adecuado,neutro,"['basic', 'proposit', 'extraordinari', 'adecu']",basic proposit extraordinari adecu,neutro,neutro
nulo cliente bastante atención deplorable servicio,negativo,"['nul', 'client', 'bastant', 'atencion', 'deplor', 'servici']",nul client bastant atencion deplor servici,negativo,negativo
recomiendo sensacional mejor inversión hecho ampliamente,positivo,"['recom', 'sensacional', 'mejor', 'inversion', 'hech', 'ampli']",recom sensacional mejor inversion hech ampli,positivo,positivo
está ok malas tiene buenas cosas,neutro,"['mal', 'buen', 'cos']",mal buen cos,neutro,neutro
hecho mejor inversión recomiendo sensacional ampliamente,positivo,"['hech', 'mejor', 'inversion', 'recom', 'sensacional', 'ampli']",hech mejor inversion recom sensacional ampli,positivo,positivo
muy compra extraordinario supera descripción feliz,positivo,"['compr', 'extraordinari', 'super', 'descripcion', 'feliz']",compr extraordinari super descripcion feliz,positivo,positivo
malo muy bueno ni promedio ni,neutro,"['mal', 'buen', 'promedi']",mal buen promedi,neutro,neutro
peor completamente vida nefasto arrepentido compra,negativo,"['peor', 'complet', 'vid', 'nefast', 'arrepent', 'compr']",peor complet vid nefast arrepent compr,negativo,negativo
estado perfecto buenísimo recomiendo totalmente tiempo llegó,positivo,"['perfect', 'buenisim', 'recom', 'total', 'tiemp', 'lleg']",perfect buenisim recom total tiemp lleg,positivo,positivo
esperaba cinco exactamente estrellas perfecto,positivo,"['esper', 'cinc', 'exact', 'estrell', 'perfect']",esper cinc exact estrell perfect,positivo,positivo
descripción horrible total nada estafa,negativo,"['descripcion', 'horribl', 'total', 'estaf']",descripcion horribl total estaf,negativo,negativo
funciona hecho totalmente no pésimo mal producto,negativo,"['funcion', 'hech', 'total', 'pesim', 'mal', 'product']",funcion hech total pesim mal product,negativo,negativo
mediano media gama desempeño esperado,neutro,"['median', 'medi', 'gam', 'desempeñ', 'esper']",median medi gam desempeñ esper,neutro,neutro
gama media esperado mediano desempeño,neutro,"['gam', 'medi', 'esper', 'median', 'desempeñ']",gam medi esper median desempeñ,neutro,neutro
peor bastante vida nefasto arrepentido compra,negativo,"['peor', 'bastant', 'vid', 'nefast', 'arrepent', 'compr']",peor bastant vid nefast arrepent compr,negativo,negativo
arrepentido vida peor nefasto compra,negativo,"['arrepent', 'vid', 'peor', 'nefast', 'compr']",arrepent vid peor nefast compr,negativo,negativo
esperada absolutamente cumple función básica normal,neutro,"['esper', 'absolut', 'cumpl', 'funcion', 'basic', 'normal']",esper absolut cumpl funcion basic normal,neutro,neutro
contento muy realmente justo espectacular buscaba,positivo,"['content', 'realment', 'just', 'espectacul', 'busc']",content realment just espectacul busc,positivo,positivo
gama ciertamente media esperado desempeño mediano,neutro,"['gam', 'ciert', 'medi', 'esper', 'desempeñ', 'median']",gam ciert medi esper desempeñ median,neutro,neutro
estafa total descripción horrible nada,negativo,"['estaf', 'total', 'descripcion', 'horribl']",estaf total descripcion horribl,negativo,negativo
precio calidad injusto desproporcionado definitivamente inaceptable,negativo,"['preci', 'calid', 'injust', 'desproporcion', 'definit', 'inacept']",preci calid injust desproporcion definit inacept,negativo,negativo
impresionante calidad construcción durabilidad excelente,positivo,"['impresion', 'calid', 'construccion', 'durabil', 'excelent']",impresion calid construccion durabil excelent,positivo,positivo
destacable cumple más descripción sin,neutro,"['destac', 'cumpl', 'descripcion']",destac cumpl descripcion,neutro,neutro
funciona absolutamente particular sin decente problemas,neutro,"['funcion', 'absolut', 'particul', 'decent', 'problem']",funcion absolut particul decent problem,neutro,neutro
sin funciona particular problemas decente,neutro,"['funcion', 'particul', 'problem', 'decent']",funcion particul problem decent,neutro,neutro
buenas cosas ok tiene malas está,neutro,"['buen', 'cos', 'mal']",buen cos mal,neutro,neutro
realmente engañosa publicidad no cumple decepcionante promete,negativo,"['realment', 'engañ', 'public', 'cumpl', 'decepcion', 'promet']",realment engañ public cumpl decepcion promet,negativo,negativo
regular promedio estándar sin duda calidad mercado,neutro,"['regul', 'promedi', 'estand', 'dud', 'calid', 'merc']",regul promedi estand dud calid merc,neutro,neutro
volveré comprar definitivamente tremendamente satisfecho,positivo,"['volv', 'compr', 'definit', 'tremend', 'satisfech']",volv compr definit tremend satisfech,positivo,positivo
peor arrepentido vida compra nefasto,negativo,"['peor', 'arrepent', 'vid', 'compr', 'nefast']",peor arrepent vid compr nefast,negativo,negativo
aceptable algo aunque más completo esperaba,neutro,"['acept', 'aunqu', 'complet', 'esper']",acept aunqu complet esper,neutro,neutro
funciona producto mal pésimo no hecho,negativo,"['funcion', 'product', 'mal', 'pesim', 'hech']",funcion product mal pesim hech,negativo,negativo
mala primer decepcionante uso muy calidad rompió,negativo,"['mal', 'prim', 'decepcion', 'uso', 'calid', 'romp']",mal prim decepcion uso calid romp,negativo,negativo
regular promedio estándar calidad mercado,neutro,"['regul', 'promedi', 'estand', 'calid', 'merc']",regul promedi estand calid merc,neutro,neutro
tremendamente volveré bastante satisfecho comprar definitivamente,positivo,"['tremend', 'volv', 'bastant', 'satisfech', 'compr', 'definit']",tremend volv bastant satisfech compr definit,positivo,positivo
deplorable cliente servicio nulo atención,negativo,"['deplor', 'client', 'servici', 'nul', 'atencion']",deplor client servici nul atencion,negativo,negativo
fantástico mejor compra año definitivamente volveré,positivo,"['fantast', 'mejor', 'compr', 'año', 'definit', 'volv']",fantast mejor compr año definit volv,positivo,positivo
sirve temporal pasable emergencia solución,neutro,"['sirv', 'temporal', 'pasabl', 'emergent', 'solucion']",sirv temporal pasabl emergent solucion,neutro,neutro
durabilidad calidad excelente construcción impresionante,positivo,"['durabil', 'calid', 'excelent', 'construccion', 'impresion']",durabil calid excelent construccion impresion,positivo,positivo
funciona inicio desde malísimo mal defectuoso,negativo,"['funcion', 'inici', 'malisim', 'mal', 'defectu']",funcion inici malisim mal defectu,negativo,negativo
brillante solución problema perfecto uso diario,positivo,"['brillant', 'solucion', 'problem', 'perfect', 'uso', 'diari']",brillant solucion problem perfect uso diari,positivo,positivo
cumple decepcionante promete engañosa publicidad no,negativo,"['cumpl', 'decepcion', 'promet', 'engañ', 'public']",cumpl decepcion promet engañ public,negativo,negativo
muy hecho ampliamente mejor recomiendo inversión sensacional,positivo,"['hech', 'ampli', 'mejor', 'recom', 'inversion', 'sensacional']",hech ampli mejor recom inversion sensacional,positivo,positivo
feliz muy extraordinario supera descripción compra,positivo,"['feliz', 'extraordinari', 'super', 'descripcion', 'compr']",feliz extraordinari super descripcion compr,positivo,positivo
construcción calidad impresionante absolutamente excelente durabilidad,positivo,"['construccion', 'calid', 'impresion', 'absolut', 'excelent', 'durabil']",construccion calid impresion absolut excelent durabil,positivo,positivo
tiempo dinero recomiendo no pérdida,negativo,"['tiemp', 'diner', 'recom', 'perd']",tiemp diner recom perd,negativo,negativo
recomiendo dinero pérdida tiempo no,negativo,"['recom', 'diner', 'perd', 'tiemp']",recom diner perd tiemp,negativo,negativo
exactamente estrellas cinco esperaba perfecto,positivo,"['exact', 'estrell', 'cinc', 'esper', 'perfect']",exact estrell cinc esper perfect,positivo,positivo
sobresaliente mercado mejor duda opción sin,positivo,"['sobresalient', 'merc', 'mejor', 'dud', 'opcion']",sobresalient merc mejor dud opcion,positivo,positivo
básico propósito extraordinario adecuado nada,neutro,"['basic', 'proposit', 'extraordinari', 'adecu']",basic proposit extraordinari adecu,neutro,neutro
servicio nulo cliente atención deplorable,negativo,"['servici', 'nul', 'client', 'atencion', 'deplor']",servici nul client atencion deplor,negativo,negativo
funciona hecho no pésimo definitivamente mal producto,negativo,"['funcion', 'hech', 'pesim', 'definit', 'mal', 'product']",funcion hech pesim definit mal product,negativo,negativo
peligroso inseguro evitar abominable absolutamente producto,negativo,"['peligr', 'insegur', 'evit', 'abomin', 'absolut', 'product']",peligr insegur evit abomin absolut product,negativo,negativo
terrible experiencia nunca más compraré aquí,negativo,"['terribl', 'experient', 'nunc', 'compr', 'aqu']",terribl experient nunc compr aqu,negativo,negativo
media gama esperado mediano realmente desempeño,neutro,"['medi', 'gam', 'esper', 'median', 'realment', 'desempeñ']",medi gam esper median realment desempeñ,neutro,neutro
rápido perfecto ciertamente empaquetado increíble servicio bien,positivo,"['rap', 'perfect', 'ciert', 'empaquet', 'increibl', 'servici', 'bien']",rap perfect ciert empaquet increibl servici bien,positivo,positivo
uso problema perfecto diario brillante solución,positivo,"['uso', 'problem', 'perfect', 'diari', 'brillant', 'solucion']",uso problem perfect diari brillant solucion,positivo,positivo
ordinario corriente impresionante nada común,neutro,"['ordinari', 'corrient', 'impresion', 'comun']",ordinari corrient impresion comun,neutro,neutro
calidad rompe endeble fácil construcción espantoso,negativo,"['calid', 'romp', 'endebl', 'facil', 'construccion', 'espant']",calid romp endebl facil construccion espant,negativo,negativo
rompió mala uso decepcionante muy primer calidad,negativo,"['romp', 'mal', 'uso', 'decepcion', 'prim', 'calid']",romp mal uso decepcion prim calid,negativo,negativo
desastroso inútil malo diseño incómodo,negativo,"['desastr', 'inutil', 'mal', 'diseñ', 'incomod']",desastr inutil mal diseñ incomod,negativo,negativo
formidable cumple honesto vendedor promesas,positivo,"['formid', 'cumpl', 'honest', 'vendedor', 'promes']",formid cumpl honest vendedor promes,positivo,positivo
rápido perfecto empaquetado increíble servicio bien,positivo,"['rap', 'perfect', 'empaquet', 'increibl', 'servici', 'bien']",rap perfect empaquet increibl servici bien,positivo,positivo
absolutamente fabuloso diseño elegante funcional práctico,positivo,"['absolut', 'fabul', 'diseñ', 'eleg', 'funcional', 'practic']",absolut fabul diseñ eleg funcional practic,positivo,positivo
mercado absolutamente promedio calidad regular estándar,neutro,"['merc', 'absolut', 'promedi', 'calid', 'regul', 'estand']",merc absolut promedi calid regul estand,neutro,neutro
